P1_RTT,P1_CWND,P1_inflight,P2_RTT,P2_CWND,P2_inflight
78.033,176.66,156600,73.313,334.34,174794
73.313,334.34,176144,78.033,176.66,156600
73.313,334.34,176144,78.033,176.66,157950
73.313,334.34,176144,78.033,176.66,159300
73.313,334.34,176144,78.033,176.66,160650
73.313,334.34,176144,78.033,176.66,162000
73.313,334.34,176144,78.033,176.66,163350
73.313,334.34,176144,78.033,176.66,164700
73.313,334.34,176144,78.033,176.66,166050
73.313,334.34,176144,78.033,176.66,167400
73.313,334.34,176144,78.033,176.66,168750
78.033,176.66,170100,73.313,334.34,176144
73.313,334.34,177494,78.033,176.66,170100
73.313,334.34,177494,78.033,176.66,171450
73.313,334.34,177494,78.033,176.66,172800
73.313,334.34,177494,78.033,176.66,174150
73.313,334.34,177494,78.033,176.66,175500
66.766,334.34,332100,78.015,245.28,243517
66.818,334.34,329400,78.015,245.28,243517
66.818,334.34,329400,78.015,248.2,240817
66.818,334.34,329400,77.851,251.12,238117
66.818,334.34,329400,77.674,254.04,235417
66.818,334.34,329400,77.5,256.96,232717
66.818,334.34,329400,77.358,259.88,230017
66.818,334.34,329400,77.167,262.8,227317
66.818,334.34,329400,76.994,265.72,224617
66.818,334.34,329400,76.853,268.64,221917
66.818,334.34,329400,76.704,271.56,219217
66.929,334.34,326700,76.704,271.56,219217
66.929,334.34,326700,76.704,271.56,219217
67.158,334.34,324000,76.704,271.56,219217
67.158,334.34,324000,76.861,274.48,216517
67.158,334.34,324000,76.717,277.4,213817
67.158,334.34,324000,76.582,280.32,211117
67.158,334.34,324000,76.435,283.24,208417
67.204,334.34,321300,76.435,283.24,208417
67.204,334.34,321300,76.34,286.16,205717
67.204,334.34,321300,76.195,289.08,203017
67.204,334.34,321300,76.264,292,200317
76.264,292,200317,67.443,334.34,318600
67.443,334.34,318600,76.264,292,200317
67.443,334.34,318600,76.264,292,200317
67.443,334.34,318600,76.264,294.92,197617
67.643,334.34,315900,76.264,294.92,197617
76.239,297.84,194917,67.643,334.34,315900
67.643,334.34,315900,76.143,300.76,192217
67.643,334.34,315900,76.07,303.68,189517
67.754,334.34,313200,76.07,303.68,189517
67.754,334.34,313200,76.088,306.6,186817
67.754,334.34,313200,76.109,309.52,184117
67.754,334.34,313200,76.012,312.44,181417
76.012,312.44,181417,67.918,334.34,310500
67.918,334.34,310500,75.962,315.36,178717
67.918,334.34,310500,75.937,318.28,176017
75.937,318.28,176017,68.06,334.34,307800
68.06,334.34,307800,76.103,321.2,173317
68.06,334.34,307800,76.151,324.12,170617
68.06,334.34,307800,76.151,324.12,170617
68.06,334.34,307800,76.181,327.04,167917
68.06,334.34,307800,76.465,329.96,165217
68.06,334.34,307800,76.475,329.96,162517
68.06,334.34,307800,76.475,329.96,162517
68.06,334.34,307800,76.699,329.96,159817
68.06,334.34,307800,76.627,329.96,157117
68.06,334.34,307800,76.627,329.96,157117
68.06,334.34,307800,76.622,329.96,154417
68.06,334.34,307800,76.622,329.96,154417
68.06,334.34,307800,77.043,329.96,151717
68.06,334.34,307800,76.828,329.96,149017
68.06,334.34,307800,76.828,329.96,149017
68.06,334.34,307800,77.551,329.96,146317
68.06,334.34,307800,77.429,329.96,143617
68.06,334.34,307800,77.429,329.96,143617
68.06,334.34,307800,77.434,329.96,140917
68.06,334.34,307800,77.425,329.96,138217
68.06,334.34,307800,77.425,329.96,138217
68.06,334.34,307800,77.401,329.96,135517
68.06,334.34,307800,77.733,329.96,132817
68.06,334.34,307800,77.733,329.96,132817
68.06,334.34,307800,77.544,329.96,130117
77.544,329.96,130117,68.06,334.34,307800
68.06,334.34,307800,77.544,329.96,130117
68.06,334.34,307800,77.544,329.96,130117
77.544,329.96,130117,68.06,334.34,307800
68.06,334.34,309150,77.544,329.96,130117
68.06,334.34,309150,77.544,329.96,131467
77.544,329.96,132817,68.06,334.34,309150
68.06,334.34,310500,77.544,329.96,132817
68.06,334.34,310500,77.544,329.96,134167
68.06,334.34,310500,77.544,329.96,135517
68.06,334.34,310500,77.544,329.96,136867
68.06,334.34,310500,77.544,329.96,138217
68.06,334.34,310500,77.544,329.96,139567
68.06,334.34,310500,77.544,329.96,140917
68.06,334.34,310500,77.544,329.96,142267
68.06,334.34,310500,77.544,329.96,143617
68.06,334.34,310500,77.544,329.96,144967
68.06,334.34,310500,77.544,329.96,146317
68.06,334.34,310500,77.544,329.96,147667
77.544,329.96,149017,68.06,334.34,310500
68.06,334.34,311850,77.544,329.96,149017
68.06,334.34,311850,77.544,329.96,150367
68.06,334.34,311850,77.544,329.96,151717
68.06,334.34,311850,77.544,329.96,153067
68.06,334.34,311850,77.544,329.96,154417
68.06,334.34,311850,77.544,329.96,155767
77.544,329.96,157117,68.06,334.34,311850
68.06,334.34,313200,77.544,329.96,157117
68.06,334.34,313200,77.544,329.96,158467
68.06,334.34,313200,77.544,329.96,159817
77.544,329.96,161167,68.06,334.34,313200
68.06,334.34,314550,77.544,329.96,161167
68.06,334.34,314550,77.544,329.96,162517
68.06,334.34,314550,77.544,329.96,163867
68.06,334.34,314550,77.544,329.96,165217
68.06,334.34,314550,77.544,329.96,166567
68.06,334.34,314550,77.544,329.96,167917
68.06,334.34,314550,77.544,329.96,169267
68.06,334.34,314550,77.544,329.96,170617
68.06,334.34,314550,77.544,329.96,171967
68.06,334.34,314550,77.544,329.96,173317
68.06,334.34,314550,77.544,329.96,174667
68.06,334.34,314550,77.544,329.96,176017
68.06,334.34,314550,77.544,329.96,177367
68.06,334.34,314550,77.544,329.96,178717
68.06,334.34,314550,77.544,329.96,180067
68.06,334.34,314550,77.544,329.96,181417
68.06,334.34,314550,77.544,329.96,182767
68.06,334.34,314550,77.544,329.96,184117
68.06,334.34,314550,77.544,329.96,185467
68.06,334.34,314550,77.544,329.96,186817
68.06,334.34,314550,77.544,329.96,188167
68.06,334.34,314550,77.544,329.96,189517
68.06,334.34,314550,77.544,329.96,190867
68.06,334.34,314550,77.544,329.96,192217
68.06,334.34,314550,77.544,329.96,193567
68.06,334.34,314550,77.544,329.96,194917
77.544,329.96,196267,68.06,334.34,314550
77.544,329.96,196267,68.06,334.34,315900
68.06,334.34,317250,77.544,329.96,196267
68.06,334.34,317250,77.544,329.96,197617
68.06,334.34,317250,77.544,329.96,198967
68.06,334.34,317250,77.544,329.96,200317
68.06,334.34,317250,77.544,329.96,201667
68.06,334.34,317250,77.544,329.96,203017
68.06,334.34,317250,77.544,329.96,204367
68.06,334.34,317250,77.544,329.96,205717
77.544,329.96,207067,68.06,334.34,317250
68.06,334.34,318600,77.544,329.96,207067
68.06,334.34,318600,77.544,329.96,208417
68.06,334.34,318600,77.544,329.96,209767
68.06,334.34,318600,77.544,329.96,211117
68.06,334.34,318600,77.544,329.96,212467
68.06,334.34,318600,77.544,329.96,213817
68.06,334.34,318600,77.544,329.96,215167
68.06,334.34,318600,77.544,329.96,216517
68.06,334.34,318600,77.544,329.96,217867
68.06,334.34,318600,77.544,329.96,219217
68.06,334.34,318600,77.544,329.96,220567
68.06,334.34,318600,77.544,329.96,221917
68.06,334.34,318600,77.544,329.96,223267
68.06,334.34,318600,77.544,329.96,224617
68.06,334.34,318600,77.544,329.96,225967
68.06,334.34,318600,77.544,329.96,227317
68.06,334.34,318600,77.544,329.96,228667
77.544,329.96,230017,68.06,334.34,318600
68.06,334.34,319950,77.544,329.96,230017
68.06,334.34,319950,77.544,329.96,231367
68.06,334.34,319950,77.544,329.96,232717
68.06,334.34,319950,77.544,329.96,234067
68.06,334.34,319950,77.544,329.96,235417
68.06,334.34,319950,77.544,329.96,236767
68.06,334.34,319950,77.544,329.96,238117
68.06,334.34,319950,77.544,329.96,239467
68.06,334.34,319950,77.544,329.96,240817
68.06,334.34,319950,77.544,329.96,242167
68.06,334.34,319950,77.544,329.96,243517
77.544,329.96,244867,68.06,334.34,319950
77.544,329.96,244867,68.06,334.34,321300
68.06,334.34,322650,77.544,329.96,244867
68.06,334.34,322650,77.544,329.96,246217
68.06,334.34,322650,77.544,329.96,247567
77.544,329.96,248917,68.06,334.34,322650
68.06,334.34,324000,77.544,329.96,248917
68.06,334.34,324000,77.544,329.96,250267
77.544,329.96,251617,68.06,334.34,324000
77.544,329.96,251617,68.06,334.34,325350
68.06,334.34,326700,77.544,329.96,251617
68.06,334.34,326700,77.544,329.96,252967
68.06,334.34,326700,77.544,329.96,254317
77.544,329.96,255667,68.06,334.34,326700
68.06,334.34,328050,77.544,329.96,255667
68.06,334.34,328050,77.544,329.96,257017
68.06,334.34,328050,77.544,329.96,258367
68.06,334.34,328050,77.544,329.96,259717
68.06,334.34,328050,77.544,329.96,261067
68.06,334.34,328050,77.544,329.96,262417
68.06,334.34,328050,77.544,329.96,263767
68.06,334.34,328050,77.544,329.96,265117
68.06,334.34,328050,77.544,329.96,266467
68.06,334.34,328050,77.544,329.96,267817
68.06,334.34,328050,77.544,329.96,269167
68.06,334.34,328050,77.544,329.96,270517
68.06,334.34,328050,77.544,329.96,271867
77.544,329.96,273217,68.06,334.34,328050
68.06,334.34,329400,77.544,329.96,273217
68.06,334.34,329400,77.544,329.96,274567
68.06,334.34,329400,77.544,329.96,275917
68.06,334.34,329400,77.544,329.96,277267
68.06,334.34,329400,77.544,329.96,278617
68.06,334.34,329400,77.544,329.96,279967
68.06,334.34,329400,77.544,329.96,281317
68.06,334.34,329400,77.544,329.96,282667
68.06,334.34,329400,77.544,329.96,284017
68.06,334.34,329400,77.544,329.96,285367
68.06,334.34,329400,77.544,329.96,286717
68.06,334.34,329400,77.544,329.96,288067
68.06,334.34,329400,77.544,329.96,289417
68.06,334.34,329400,77.544,329.96,290767
68.06,334.34,329400,77.544,329.96,292117
68.06,334.34,329400,77.544,329.96,293467
68.06,334.34,329400,77.544,329.96,294817
68.06,334.34,329400,77.544,329.96,296167
68.06,334.34,329400,77.544,329.96,297517
68.06,334.34,329400,77.544,329.96,298867
68.06,334.34,329400,77.544,329.96,300217
77.544,329.96,301567,68.06,334.34,329400
68.06,334.34,330750,77.544,329.96,301567
68.06,334.34,330750,77.544,329.96,302917
68.06,334.34,330750,77.544,329.96,304267
77.544,329.96,305617,68.06,334.34,330750
68.06,334.34,332100,77.544,329.96,305617
77.544,329.96,306967,68.06,334.34,332100
68.06,334.34,333450,77.544,329.96,306967
68.06,334.34,333450,77.544,329.96,308317
68.06,334.34,333450,77.544,329.96,309667
68.06,334.34,333450,77.544,329.96,311017
68.06,334.34,333450,77.544,329.96,312367
68.06,334.34,333450,77.544,329.96,313717
68.06,334.34,333450,77.544,329.96,315067
68.06,334.34,333450,77.544,329.96,316417
68.06,334.34,333450,77.544,329.96,317767
68.06,334.34,333450,77.544,329.96,319117
68.06,334.34,333450,77.544,329.96,320467
68.06,334.34,333450,77.544,329.96,321817
68.06,334.34,333450,77.544,329.96,323167
68.06,334.34,333450,77.544,329.96,324517
68.06,334.34,333450,77.544,329.96,325867
68.06,334.34,333450,77.544,329.96,327217
77.544,329.96,328567,68.06,334.34,333450
79.306,334.34,332100,75.08,341.64,320467
75.08,341.64,320467,79.413,334.34,329400
79.814,334.34,326700,75.08,341.64,320467
80.188,334.34,324000,75.08,341.64,320467
80.631,334.34,321300,75.08,341.64,320467
81.085,334.34,318600,75.08,341.64,320467
81.583,334.34,315900,75.08,341.64,320467
82.01,334.34,313200,75.08,341.64,320467
82.499,334.34,310500,75.08,341.64,320467
82.894,334.34,307800,75.08,341.64,320467
75.08,341.64,320467,83.301,334.34,305100
83.663,334.34,302400,75.08,341.64,320467
84.124,334.34,299700,75.08,341.64,320467
84.575,334.34,297000,75.08,341.64,320467
84.951,334.34,294300,75.08,341.64,320467
85.397,334.34,291600,75.08,341.64,320467
85.782,334.34,288900,75.08,341.64,320467
86.357,334.34,286200,75.08,341.64,320467
86.654,334.34,283500,75.08,341.64,320467
86.654,334.34,283500,75.08,341.64,320467
87.044,334.34,280800,75.08,341.64,320467
87.044,334.34,280800,74.282,344.56,317767
87.337,334.34,278100,74.282,344.56,317767
74.417,347.48,315067,87.337,334.34,278100
87.77,334.34,275400,74.417,347.48,315067
88.126,334.34,272700,74.417,347.48,315067
88.494,334.34,270000,74.417,347.48,315067
88.907,334.34,267300,74.417,347.48,315067
89.308,334.34,264600,74.417,347.48,315067
89.777,334.34,261900,74.417,347.48,315067
90.101,334.34,259200,74.417,347.48,315067
90.588,334.34,256500,74.417,347.48,315067
91.401,334.34,253800,74.417,347.48,315067
91.43,334.34,251100,74.417,347.48,315067
91.766,334.34,248400,74.417,347.48,315067
74.417,347.48,315067,92.165,334.34,245700
92.636,334.34,243000,74.417,347.48,315067
93.347,334.34,240300,74.417,347.48,315067
74.417,347.48,315067,93.693,334.34,237600
94.355,334.34,234900,74.417,347.48,315067
94.394,334.34,232200,74.417,347.48,315067
74.417,347.48,315067,94.394,334.34,232200
94.394,334.34,232200,74.417,347.48,315067
94.828,334.34,229500,74.417,347.48,315067
95.15,334.34,226800,74.417,347.48,315067
95.28,334.34,224100,74.417,347.48,315067
95.422,334.34,221400,74.417,347.48,315067
95.595,334.34,218700,74.417,347.48,315067
95.511,334.34,216000,74.417,347.48,315067
95.476,334.34,213300,74.417,347.48,315067
74.417,347.48,315067,95.45,334.34,210600
95.698,334.34,207900,74.417,347.48,315067
95.815,334.34,205200,74.417,347.48,315067
95.762,334.34,202500,74.417,347.48,315067
95.57,334.34,199800,74.417,347.48,315067
74.417,347.48,315067,95.779,334.34,197100
95.575,334.34,194400,74.417,347.48,315067
95.596,334.34,191700,74.417,347.48,315067
95.507,334.34,189000,74.417,347.48,315067
95.63,334.34,186300,74.417,347.48,315067
95.586,334.34,183600,74.417,347.48,315067
95.7,334.34,180900,74.417,347.48,315067
95.7,334.34,180900,74.417,347.48,315067
95.602,334.34,178200,74.417,347.48,315067
95.915,334.34,175500,74.417,347.48,315067
80.933,334.34,172800,74.417,347.48,315067
80.03,334.34,170100,74.417,347.48,315067
79.116,334.34,167400,74.417,347.48,315067
78.88,334.34,164700,74.417,347.48,315067
74.417,347.48,315067,76.339,334.34,162000
74.417,347.48,315067,73.912,334.34,159300
73.019,334.34,156600,74.417,347.48,315067
73.019,334.34,156600,74.417,347.48,315067
73.072,334.34,153900,74.417,347.48,315067
73.072,334.34,153900,74.417,347.48,315067
73.139,334.34,151200,74.417,347.48,315067
74.417,347.48,315067,73.164,334.34,148500
73.047,334.34,145800,74.417,347.48,315067
73,334.34,143100,74.417,347.48,315067
74.427,350.4,312367,73,334.34,143100
73.177,334.34,140400,74.427,350.4,312367
73.652,334.34,137700,74.427,350.4,312367
73.242,334.34,135000,74.427,350.4,312367
72.988,334.34,132300,74.427,350.4,312367
72.969,334.34,129600,74.427,350.4,312367
74.427,350.4,312367,72.921,334.34,126900
72.924,334.34,124200,74.427,350.4,312367
72.949,334.34,121500,74.427,350.4,312367
72.853,334.34,118800,74.427,350.4,312367
72.879,334.34,116100,74.427,350.4,312367
72.868,334.34,113400,74.427,350.4,312367
74.427,350.4,312367,72.812,334.34,110700
72.829,334.34,108000,74.427,350.4,312367
72.901,334.34,105300,74.427,350.4,312367
72.901,334.34,105300,74.427,350.4,312367
72.986,334.34,102600,74.427,350.4,312367
73.357,334.34,99900,74.427,350.4,312367
73.246,334.34,97200,74.427,350.4,312367
72.981,334.34,94500,74.427,350.4,312367
72.985,334.34,91800,74.427,350.4,312367
72.99,334.34,89100,74.427,350.4,312367
72.935,334.34,86400,74.427,350.4,312367
72.894,334.34,83700,74.427,350.4,312367
74.427,350.4,312367,72.844,334.34,81000
73.073,334.34,78300,74.427,350.4,312367
72.895,334.34,75600,74.427,350.4,312367
72.764,334.34,72900,74.427,350.4,312367
72.499,334.34,70200,74.427,350.4,312367
72.883,334.34,67500,74.427,350.4,312367
72.872,334.34,64800,74.427,350.4,312367
74.427,350.4,312367,72.917,334.34,62100
74.427,350.4,312367,72.969,334.34,59400
72.986,334.34,56700,74.427,350.4,312367
73.413,334.34,54000,74.427,350.4,312367
73.413,334.34,54000,74.427,350.4,312367
72.821,334.34,51300,74.427,350.4,312367
71.641,334.34,48600,74.427,350.4,312367
74.427,350.4,312367,71.642,334.34,45900
71.642,334.34,45900,74.245,353.32,309667
74.344,356.24,306967,71.642,334.34,45900
74.344,356.24,306967,71.342,334.34,43200
70.711,334.34,40500,74.344,356.24,306967
70.711,334.34,40500,74.266,359.16,304267
70.24,334.34,37800,74.266,359.16,304267
70.24,334.34,37800,74.363,362.08,301567
74.33,365,298867,70.24,334.34,37800
70.24,334.34,37800,74.33,365,298867
69.25,334.34,35100,74.33,365,298867
69.25,334.34,35100,74.451,367.92,296167
74.435,370.84,293467,69.25,334.34,35100
68.79,334.34,32400,74.435,370.84,293467
68.79,334.34,32400,74.564,373.76,290767
68.79,334.34,32400,74.674,376.68,288067
68.79,334.34,32400,74.876,379.6,285367
69.156,334.34,29700,74.876,379.6,285367
69.156,334.34,29700,74.918,382.52,282667
74.903,385.44,279967,69.156,334.34,29700
74.903,385.44,279967,69.585,334.34,27000
69.585,334.34,27000,75.839,388.36,277267
69.585,334.34,27000,75.353,391.28,274567
63.93,334.34,24300,75.353,391.28,274567
63.93,334.34,24300,75.986,394.2,271867
63.93,334.34,24300,76.01,397.12,269167
63.93,334.34,24300,76.038,400.04,266467
76.038,400.04,266467,62.591,334.34,21600
62.591,334.34,21600,75.075,402.96,263767
62.591,334.34,21600,75.075,402.96,263767
59.907,334.34,18900,75.075,402.96,263767
75.073,408.8,258367,59.907,334.34,18900
59.907,334.34,18900,75.052,411.72,255667
59.349,334.34,16200,75.052,411.72,255667
59.349,334.34,16200,75.058,414.64,252967
75.113,417.56,250267,59.349,334.34,16200
57.138,334.34,13500,75.113,417.56,250267
57.138,334.34,13500,75.111,420.48,247567
57.138,334.34,13500,75.276,423.4,244867
57.138,334.34,13500,75.352,426.32,242167
57.259,334.34,10800,75.352,426.32,242167
57.259,334.34,10800,75.483,429.24,239467
57.259,334.34,10800,75.525,432.16,236767
57.341,334.34,8100,75.525,432.16,236767
57.341,334.34,8100,75.735,435.08,234067
75.965,438,231367,57.341,334.34,8100
56.557,334.34,5400,75.965,438,231367
56.557,334.34,5400,75.957,440.92,228667
74.919,443.84,225967,56.557,334.34,5400
56.557,334.34,5400,75.085,446.76,223267
55.277,334.34,2700,75.085,446.76,223267
55.277,334.34,2700,75.085,446.76,223267
55.277,334.34,2700,75.206,446.76,220567
55.277,334.34,2700,74.947,446.76,217867
74.947,446.76,217867,54.031,334.34,0
54.031,334.34,0,75.07,446.76,215167
54.031,334.34,0,75.196,446.76,212467
54.031,334.34,0,75.196,446.76,212467
54.031,334.34,0,75.231,446.76,209767
54.031,334.34,0,75.231,446.76,209767
54.031,334.34,0,75.231,446.76,209767
75.278,446.76,207067,54.031,334.34,0
54.031,334.34,0,75.271,446.76,204367
54.031,334.34,0,75.271,446.76,204367
54.031,334.34,0,75.377,446.76,201667
54.031,334.34,0,75.389,446.76,201150
54.031,334.34,0,75.389,446.76,201150
54.031,334.34,0,75.389,446.76,201150
54.031,334.34,0,75.389,446.76,201150
54.031,334.34,0,75.389,446.76,201150
54.031,334.34,0,74.3,446.76,198450
54.031,334.34,0,74.214,446.76,195750
54.031,334.34,0,74.289,446.76,193050
54.031,334.34,0,74.311,446.76,190350
54.031,334.34,0,74.372,446.76,187650
54.031,334.34,0,74.458,446.76,184950
54.031,334.34,0,74.49,446.76,182250
54.031,334.34,0,74.446,446.76,179550
54.031,334.34,0,74.483,446.76,176850
54.031,334.34,0,74.847,446.76,174150
54.031,334.34,0,74.607,446.76,171450
54.031,334.34,0,74.521,446.76,168750
54.031,334.34,0,74.794,446.76,166050
54.031,334.34,0,74.659,446.76,163350
54.031,334.34,0,74.426,446.76,160650
54.031,334.34,0,74.423,446.76,157950
54.031,334.34,0,74.472,446.76,155250
74.502,446.76,152550,54.031,334.34,0
54.031,334.34,0,74.54,446.76,149850
54.031,334.34,0,74.54,446.76,149850
54.031,334.34,0,74.54,446.76,149850
54.031,334.34,0,74.596,446.76,147150
54.031,334.34,0,74.596,446.76,147150
74.596,446.76,147150,54.031,334.34,0
54.031,334.34,0,74.743,446.76,144450
54.031,334.34,0,74.717,446.76,141750
54.031,334.34,0,74.79,446.76,139050
54.031,334.34,0,74.877,446.76,136350
54.031,334.34,0,74.794,446.76,133650
54.031,334.34,0,74.692,446.76,130950
74.801,446.76,128250,54.031,334.34,0
54.031,334.34,0,75.241,446.76,125550
54.031,334.34,0,75.047,446.76,122850
54.031,334.34,0,74.964,446.76,120150
54.031,334.34,0,75.297,446.76,117450
54.031,334.34,0,75.488,446.76,114750
54.031,334.34,0,75.384,446.76,112050
54.031,334.34,0,75.241,446.76,109350
54.031,334.34,0,75.179,446.76,106650
54.031,334.34,0,75.099,446.76,103950
54.031,334.34,0,75.16,446.76,101250
54.031,334.34,0,75.258,446.76,98550
54.031,334.34,0,75.866,446.76,95850
54.031,334.34,0,75.866,446.76,95850
54.031,334.34,0,75.866,446.76,95850
54.031,334.34,0,75.771,446.76,93150
54.031,334.34,0,75.699,446.76,90450
54.031,334.34,0,75.602,446.76,87750
54.031,334.34,0,75.328,446.76,85050
54.031,334.34,0,75.449,446.76,82350
75.423,446.76,79650,54.031,334.34,0
54.031,334.34,0,75.208,446.76,76950
54.031,334.34,0,75.253,446.76,74250
54.031,334.34,0,75.289,446.76,71550
54.031,334.34,0,75.36,446.76,68850
54.031,334.34,0,75.404,446.76,66150
54.031,334.34,0,75.76,446.76,63450
54.031,334.34,0,76.088,446.76,60750
76.325,446.76,58050,54.031,334.34,0
54.031,334.34,0,76.189,446.76,55350
54.031,334.34,0,76.092,446.76,52650
76.065,446.76,49950,54.031,334.34,0
54.031,334.34,0,75.98,446.76,47250
75.956,446.76,44550,54.031,334.34,0
75.956,446.76,44550,54.031,334.34,0
54.031,334.34,0,76.269,446.76,41850
54.031,334.34,0,76.179,446.76,39150
54.031,334.34,0,76.194,446.76,36450
54.031,334.34,0,76.53,446.76,33750
54.031,334.34,0,76.511,446.76,31050
54.031,334.34,0,76.479,446.76,28350
54.031,334.34,0,76.473,446.76,25650
76.756,446.76,22950,54.031,334.34,0
54.031,334.34,0,76.618,446.76,20250
76.657,446.76,17550,54.031,334.34,0
54.031,334.34,0,76.514,446.76,14850
54.031,334.34,0,76.37,446.76,12150
54.031,334.34,0,76.432,446.76,9450
76.509,446.76,6750,54.031,334.34,0
54.031,334.34,0,76.596,446.76,4050
54.031,334.34,0,76.582,446.76,1350
54.031,334.34,0,76.582,446.76,1350
76.582,446.76,1350,54.031,334.34,0
54.031,334.34,0,76.582,446.76,1350
54.031,334.34,0,76.582,446.76,1350